gvkey,companyname
185511,STORM RESOURCES LTD
185513,BRUKER ENERGY & SUPERCN-REDH
185517,FREESCALE SEMICONDUCTOR LTD
185518,GLOBAL BROKERAGE INC
185519,FALCO RESOURCES LTD
185523,KLEIN RETAIL CENTERS -REDH
185524,COUNTRY STYLE COOK
185525,CHINA MING YANG WIND PWR-ADR
185526,TANZANIA MINERALS CORP
185527,LIFE'S TIME CAPSULE SERVICES
185531,PORTRAIT INNOVATIONS -REDH
185532,TARGA RESOURCES CORP
185533,VANGUARD S&P 500 ETF
185534,VANGUARD S&P 500 GROWTH ETF
185535,VANGUARD S&P 500 VALUE ETF
185536,VANGUARD S&P MID CAP 400 ETF
185537,VANGUARD S&P 400 GROWTH ETF
185538,VANGUARD S&P 400 VALUE ETF
185539,VANGUARD S&P SM-CAP 600 ETF
185540,VANGUARD S&P 600 GROWTH ETF
185541,VANGUARD S&P 600 VALUE ETF
185542,CHINACACHE INTL HLDGS  -ADR
185547,SPDR S&P GLB NATURAL RES ETF
185548,COLUMBIA RES ENH EMG ECO ETF
185549,AMERICAN ASSETS TRUST INC
185550,FANG HOLDINGS LTD
185554,CROSS CLICK MEDIA INC
185556,GLOBAL S&P TSX 60 CO CL ETF
185557,ELSTER GROUP SE  -ADR
185558,APOGEE 21 HOLDINGS INC
185563,VARCA VENTURES INC
185565,GUGGENHEIM TAXABLE MUN MNGD
185568,TEXSTAR OIL CORP
185569,OCONEE FEDERAL FINANCIAL CP
185571,FERONIA INC
185575,GLB EDUCATION & TECH -ADR
185580,ASIA BIO-CHEM GROUP CORP
185581,PIMCO BUILD AMERICA BOND ETF
185582,PIMCO INVST GRADE CP BD ETF
185583,MEZABAY INTERNATIONAL INC
185584,EXAMWORKS GROUP INC
185585,NEW MOUNTAIN FINANCE CORP
185587,NEXTTRIP INC
185592,CHINA POWER TECHNOLOGY INC
185593,WESTERN ASSET HIGH YLD DFND
185594,VANGUARD RUSS1000 INDEX ETF
185595,VANGUARD RUSS1000 GROWTH ETF
185596,VANGUARD RUSS1000 VALUE ETF
185597,VANGUARD RUSS3000 INDEX ETF
185598,VANGUARD RUSS2000 VALUE ETF
185599,VANGUARD RUSS2000 GROWTH ETF
185600,VANGUARD RUSS2000 INDEX ETF
185602,BUFFALO COAL CORP
185608,NUVEEN DIVERSIFIED COMMODITY
185609,SUNITY ONLINE ENTM -ADR-REDH
185610,WISDOMTREE COMDTY CURR STRAT
185618,SABRA HEALTH CARE REIT INC
185619,FORTEGRA FINANCIAL CORP
185620,CAZADOR ACQUISITION CORP LTD
185621,BLUE GOLD MINING INC
185622,WILLIAMSVILLE SEARS MNGT INC
185623,ISHARES CDN HYBRID CP BD IDX
185624,SPIRIT AIRLINES INC
185626,ARCIS RESOURCES CORP
185630,ISHARES MSCI BRAZIL SM-CAP
185631,ISHARES MSCI CHINA SMALL-CAP
185632,ISHARES MSCI PHILIPPINES ETF
185641,CEIBA ENERGY SERVICES INC
185645,GNC HOLDINGS INC
185646,CORNERSTONE ONDEMAND INC
185649,GEOMEGA RESOURCES INC
185653,CC JEWELRY CO LTD-REDH
185654,QR ENERGY LP
185658,SHANGPHARMA CORP -ADR
185659,ATOSSA THERAPEUTICS INC
185661,DIALOGIC INC
185664,PARAMETRIC SOUND CORP-OLD
185668,CIRCLE BANCORP -REDH
185671,PETROMAROC CORP PLC
185677,EOLA PROPERTY TRUST -REDH
185683,INTERCORE INC
185685,MECOX LANE LTD
185689,PERSHING GOLD CORP
185690,MOBIUS RESOURCES INC
185695,AMERICAN STANDARD ENERGY CP
185698,AGFEED ANIMAL NUTR-ADR-REDH
185699,LE GAGA HOLDINGS LTD  -ADR
185701,E-WASTE SYSTEMS INC
185703,LEAF GROUP LTD
185705,HBANC CAPITAL SECURITIES TR
185706,COLONIAL COAL INTL CORP
185707,ISHARES BROAD COMDTY IDX ETF
185711,SINOTECH ENERGY LTD  -ADR
185716,ENZYMEBIOSYSTEMS
185730,CORDOBA MINERALS CORP - OLD
185732,XUEDA EDUCATION GROUP  -ADR
185733,TAL EDUCATION GROUP
185741,CI CORE CDN EQ INCME CL ETF
185758,VENDETTA MINING CORP
185759,EXCELSIOR MINING CORP
185760,GMINCOME & GROWTH FUND
185761,O'LEARY HARD ASSET INCOME FD
185769,SODASTREAM INTERNATIONAL LTD
185770,COSTAMARE INC
185773,BETTER FOR YOU WELLNESS INC
185774,WONHE HIGH-TECH INTL INC
185775,ABRDN PHYSICAL PR M B SH ETF
185783,NOAH HOLDINGS LIMITED
185784,RDA MICROELECTRONCS INC -ADR
185787,ADVISORSHARES MRGN CRK GBL
185790,CHINA METRO-RURAL HOLDINGS
185793,C-CUBE GENETICS INC
185797,HOWARD HUGHES HOLDINGS INC
185801,MONAR INTERNATIONAL INC
185807,UMAMI SUSTAINABLE SEAFOOD
185808,VANECK RARE EARTH STRAT MTLS
185809,SPROTT PHYSICAL SILVER TRUST
185811,IMH FINANCIAL CORP
185813,BIRCH LAKE ENERGY INC
185814,POYNT CORP
185816,STAR YIELD MANAGERS TRUST
185820,OIL OPTIMIZATION INC
185821,HORIZON TECHNOLOGY FINANCE
185822,GATEWAY CASINOS & ENTMT-REDH
185824,BANKUNITED INC
185825,PIMCO BROAD US TREAS IDX ETF
185826,INVIVO THERAPEUTICS HLDGS CO
185827,SP BANCORP INC
185828,VANGUARD GLOBAL EX-US RE ETF
185833,RED EAGLE EXPLORATION LTD
185835,GLOBAL X GOLD EXPLORERS ETF
185836,PACIRA BIOSCIENCES INC
185837,BITAUTO HOLDINGS LTD  -ADR
185838,RTS OIL HOLDINGS INC
185842,GLOBAL X URANIUM ETF
185845,SANTARO INTERACTIVE ENTMT CO
185851,GREAT BEAR RESOURCES LTD
185853,RENAISSANCE GOLD INC
185854,SYSWIN INC  -ADR
185855,CHINA XINIYA FASHN -ADR -OLD
185857,AMBIT BIOSCIENCES CORP
185859,QUESTEX GOLD & COPPER LTD
185864,CASTLEROCK SECURITY  -REDH
185865,AUSTRALIA ACQUISITION CORP
185866,GLBL X MSCI NORWAY ETF
185867,ISHARES MSCI RUSSIA ETF
185868,WHISTLER BLACKCOMB HLDGS INC
185880,TERANGA GOLD CORP
185881,BOOZ ALLEN HAMILTON HLDG CP
185883,RED CRESCENT RESOURCES LTD
185884,LEONOVUS INC
185886,TUDOU HOLDINGS LTD  -ADR
185891,BLUEONE CARD INC
185894,PRESIDIO INC
185903,RIO2 LTD
185908,TALPHERA INC
185911,UNI CORE HOLDINGS CORP
185912,YOUKU TUDOU INC
185916,FRONTIER RARE EARTHS LTD
185917,DONG FANG HUI LE INC
185921,RIGNET INC
185926,CTPARTNERS EXEC SEARCH INC
185928,E-COMMERCE CH DANGDANG -ADR
185929,BONA FILM GROUP LIMITED
185930,YELLOWHEAD MINING INC
185932,DIVIDEND SELECT 15 CORP
185933,TUNGSTEN CORP
185937,OCP SENIOR CREDIT FUND
185938,LENTUO INTERNATIONAL -ADR
185940,G2 GOLDFIELDS INC
185942,ETFS WHITE METALS BSKT TR
185943,PEREGRINE SEMICONDUCTOR CORP
185944,SKY-MOBI LTD  -ADR
185945,TRANZYME INC
185946,CLARUS THERAPEUTICS HOLD INC
185948,DOUBLEVIEW GOLD CORP
185949,ISHARES S&P/TSX N/A PRF STK
185950,TRANSPORTATION & LOG SYS INC
185951,STW RESOURCES HOLDING CORP
185952,REV GROUP INC
185953,AMERICAN REALTY CAPITAL TR
185954,CAZA GOLD CORP
185956,TOURMALINE OIL CORP
185958,GLOBAL X ACTIVE PREF SHR ETF
185960,STRAD INC
185965,NUVEEN BUILD AMERICA BD OPP
185966,KAYNE ANDERSON MDSTRM/ENG FD
185968,COHEN & STEERS SL PFD & INC
185970,EAGLE ENERGY INC
185979,GREENHOUSE SOLUTIONS INC
185980,HAWAIIAN TELCOM HOLDCO INC
185993,INVICTA ENERGY CORP
185994,REELCAUSE INC
186006,HICKS ACQUISITION CO II INC
186009,GLOBAL S&P 500 IND CO CL ETF
186010,AXS REAL ESTATE INCOME ETF
186012,CURIS RESOURCES LTD
186013,TORCHLIGHT ENERGY RESOURCES
186015,FAX CAPITAL CORP
186019,BAKKEN RESOURCES INC
186023,IRON TANK RESOURCES CORP
186030,SEBRING SOFTWARE INC
186033,ISHARES 0-5 YEAR TIPS BD ETF
186034,INVESCO KBW PRM YLD EQ R ETF
186035,INVESCO KBW HG DIV YIELD ETF
186036,POWERSHARES KBW INTL FIN ETF
186037,INVESCO EXCH TRADED KWB &CAS
186038,INNOVENTE INC
186040,PROSHARES RAFI LONG/SHORT
186041,ISOFTSTONE HOLDINGS LIMITED
186042,MARATHON GOLD CORP
186045,SAGENT PHARMACEUTICALS INC
186046,DIREXION DLY GLD MRS BULL 2X
186047,DIREXION DLY GLD MNRS IDX 2X
186049,GUGGENHEIM RUSSELL 1000 EQ
186050,INVESCO S&P SM 600 EL WT ETF
186051,INVESCO S&P MCP 400 GARP ETF
186052,GUGGENHEIM MSCI EAFE EQ WT
186053,INVESCO MSCI EME CTY WT ETF
186057,JWC ACQUISITION CORP
186059,ALABAMA GRAPHITE CORP
186061,LILIS ENERGY INC
186065,GLOBAL X ACT ULTRA-SHORT BND
186071,BRIXTON METALS CORP
186073,PROPEL MULTI-STRATEGY FUND
186078,REVEN HOUSING REIT INC
186080,NULEGACY GOLD CORP
186084,FRANKLIN FINANCIAL CORP/VA
186087,LONE PINE RESOURCES INC
186091,KARNALYTE RESOURCES INC
186093,MANGANESE X ENERGY CORP
186096,SCIO DIAMOND TECHNOLOGY CORP
186097,MANTHEY REDMOND CORP
186101,FRAC TECH SERVICES INC -REDH
186102,KARORA RESOURCES INC
186103,GEODRILL LTD
186104,HORIZONS BETAPR SP500 VIX SH
186105,HORIZONS BETAPR SP500 VIX BU
186106,MOTOROLA MOBILITY HLDGS INC
186109,CONTANGO ORE INC
186110,VIRTUS OIL & GAS CORP
186112,MASERGY COMMUNCTNS INC -REDH
186119,O'LEARY CANADIAN INCM OPP 2
186120,CANADIAN UTIL & TEL INCM FD
186121,AUSTRALIAN BANC CAP SEC TR
186122,HARVEST SUSTAINABLE INCM FD
186124,GRIZZLY GOLD CORP
186126,MODERN MOBILITY AIDS INC
186127,SILVER TIGER METALS INC
186129,SERVICESOURCE INTL INC
186130,PRETIUM RESOURCES INC
186131,SKOPE ENERGY INC
186132,FIRST ASSET CDN CONVRT FD
186134,GLOBAL X GOLD YIELD ETF
186135,PETRONOVA INC
186136,REGULUS RESOURCES INC
186138,CHIEFTAIN METALS CORP
186139,CVR PARTNERS LP
186152,VIRTUS STONE H E M INC FUND
186153,U S RARE EARTHS INC
186154,SOLO INTERNATIONAL INC
186155,ZENTEK LTD
186158,JETPAY CORP
186159,SUPERNUS PHARMACEUTICALS INC
186162,GOLD AND GEMSTONE MINING INC
186165,WESTHAVEN GOLD CORP
186166,GRN HOLDING CORP
186169,GLOBAL WATER RESOURCES INC
186171,MEDIJANE HOLDINGS INC -OLD
186173,CANADIAN CRITICAL MINERA INC
186179,CHINA SUNFLOWER GP -ADR-REDH
186180,VOC ENERGY TRUST
186185,PANA-MINERALES SA
186188,MANGAZEYA MINING LTD
186192,LEAPCHARGER CORP
186197,PERFORMANCE SHIPPING INC
186198,PROSHARES VIX ST-TERM FUTRS
186199,PROSHARES VIX MID-TERM FUTRS
186200,RTG MINING INC
186203,LIBERTY GOLD CORP
186206,ANDEAVOR LOGISTICS LP
186208,ZUOAN FASHION LTD  -ADR
186209,GLOBAL X ALUMINUM ETF
186210,WISDOMTREE MANAGED FUTURES
186212,CROSS BORDER RESOURCES INC
186223,GREENWICH KAHALA  -ADR-REDH
186229,MKANGO RESOURCES LTD
186230,ATLAS FINANCIAL HOLDINGS INC
186234,KGIC INC
186235,MONDIAL VENTURES INC
186236,FIRST CHOICE HEALTHCARE SLT
186240,RYU APPAREL INC
186250,BONAMOUR INC
186251,BLACKWELL 3D CONSTRUCTN CORP
186257,GUGGENHEIM MSCI ACWI EQ WT
186258,SCHWAB U.S. REIT ETF
186259,SCHWAB U.S. MID-CAP ETF
186267,ETFS ASIAN GOLD TRUST
186269,NESSCAP ENERGY INC
186275,ADECOAGRO SA
186276,KOSMOS ENERGY LTD
186277,CANOE GO CANADA INCOME FUND
186278,AIR LEASE CORP
186279,PHENIXFIN CORP
186288,BOINGO WIRELESS INC
186289,OXFORD LANE CAPITAL CORP
186290,WOLVERINE BANCORP INC
186296,TRANSATLANTIC MINING CORP
186297,GLOBAL X RUSSELL EM GWTH ETF
186298,GLOBAL X RUSSELL EM VALU ETF
186299,GUGGENHEIM BULTS HY 2012 ETF
186300,GUGGENHEIM BULTS HY 2013 ETF
186301,GUGGENHEIM BULTS HY 2014 ETF
186302,GUGGENHEIM BULTS HY 2015 ETF
186308,RPX CORP
186310,HUNTINGTON INGALLS IND INC
186311,CITYCENTER HOLDINGS LLC
186312,PAX MSCI EAFE ESG INDEX ETF
186317,OROGEN ROYALTIES INC
186321,SPDR S&P HLTH CARE EQUIP ETF
186322,SPDR S&P TRANSPORTATION ETF
186323,SPDR S&P TELECOM ETF
186324,ADVISORSHRS RNGR EQ BEAR ETF
186327,ASIA GREEN AGRICULTURE CORP
186329,ABRDN INCM CREDIT STRAT FUND
186331,BLACKSTONE/GSO LONG-SHORT FD
186332,GAMCO NAT RES GOLD & INCM TR
186335,EMERGE RESOURCES CORP
186336,C&J ENERGY SERVICES INC
186340,VANGUARD TOTAL INTL STK ETF
186341,ONLINE ENERGY INC
186342,LINKEDIN CORP
186344,FIRST CONNECTICUT BANCORP
186345,SKULLCANDY INC
186348,DUNDEE CAPITAL MARKETS INC
186349,CEETOP INC
186350,LION ONE METALS LTD
186353,SABLE NATURAL RESOURCES CORP
186354,TRUNKBOW INTL HOLDINGS LTD
186355,TEUCRIUM NATURAL GAS FUND
186356,GLOBAL X FTSE ANDEAN 40 ETF
186359,SILVAN INDUSTRIES INC
186360,THERMON GROUP HOLDINGS INC
186362,SOUPMAN INC
186363,RLJ LODGING TRUST
186370,ECO SCIENCE SOLUTIONS INC
186371,SOVEREIGN LITHIUM INC
186374,RENEWABLE ENERGY DEVELOPERS
186376,BMO COVERED CALL CDN BKS ETF
186377,BMO ULTRA SHORT-TERM BOND
186378,BMO 2015 CP BD TRGT MATURITY
186379,BMO 2020 CP BD TRGT MATURITY
186380,BMO 2025 CP BD TRGT MATURITY
186381,BMO MONTHLY INCOME ETF
186382,BMO AGRICULTURE COMMODITIES
186383,BMO BASE METALS COMMODITES
186384,BMO ENERGY COMMODITIES ETF
186385,BMO PRECIOUS METALS COMMDTY
186386,HAIWANG RESOURCE & TECH-REDH
186389,CHINA MODERN AGRL INFO INC
186390,PRIME GLOBAL CAPITAL GROUP
186392,UNITED PARKS & RESORTS INC
186410,AUGUSTA GOLD CORP
186425,PROSHARES ULTRASHORT TIPS
186426,SCHOTTENSTEIN REALTY  -REDH
186428,EVERBANK FINANCIAL CORP
186431,CLUBCORP CLUB OPERATIONS INC
186435,PRIME ACQUISITION CORP
186437,GEVO INC
186440,TENET FINTECH GROUP INC
186442,HORIZONS COMEX COPPER ETF
186443,WAVE SYNC CORP
186451,RESPONSYS INC
186452,ADS TACTICAL INC  -REDH
186471,PRIMUS THERAPEUTICS  -REDH
186473,KAYAK SOFTWARE CORP
186485,GREAT WHITE ENERGY SVC -REDH
186487,CANADA FLUORSPAR INC
186493,ABTECH HOLDINGS INC
186495,JINTAI MINING GROUP  -REDH
186497,LANTHEUS MEDICAL IMAGING INC
186498,POAGE BANKSHARES INC
186501,NGL ENERGY PARTNERS LP
186509,AIRTOUCH COMMUNICATIONS INC
186517,PROSPECT GLOBAL RESOURCES
186520,PANDORA MEDIA INC
186525,TARGETED MEDICAL PHARMA INC
186527,GLOBAL X FTSE SOUTHEAST ASIA
186528,ANNEC GREEN REFRACTORIES CP
186531,NEW WESTERN ENERGY CORP
186535,FIRST TRUST INDXX NEXTG ETF
186537,NEW MEDIA INSIGHT GROUP INC
186538,METALS PLUS INCOME CORP
186540,CI MSCI CAN QLTY INDEX CLASS
186541,INDEXPLUS DIVIDEND FUND
186542,MACQUARIE EMG MKT INFRA FD
186543,ASTON HILL SR GOLD PROD INCM
186544,CONVERTIBLE DEBTRS INCOME FD
186545,CASABLANCA MINING LTD
186546,TEUCRIUM CRUDE OIL FUND
186553,PRAIRIE OPERATING CO
186556,APOLLO SENIOR FLOATING RT FD
186557,NUVEEN ENERGY MLP TOTAL RET
186558,CARBON ENERGY CORP
186559,HAWKER BEECHCRAFT ACQ CO LLC
186560,HORIZONS GMP JR OIL &GAS ETF
186562,FIRST SURGICAL PARTNERS INC
186568,EMPIRE POST MEDIA INC
186571,NANO MOBILE HEALTHCARE
186573,SPDR S&P EMERG MKTS DIV ETF
186574,SPDR BLMBRG BRCLYS EM MKT BD
186590,HOME LOAN SERVICING SOLTNS
186591,SLR SENIOR INVESTMENT CORP
186607,NEWLINK GENETICS CORP
186608,ARBORGEN INC  -REDH
186609,ADVANCED BIOHEALING  -REDH
186610,GLOBAL MARKET GROUP LTD
186616,ISHARES SH DUR HI INCOME ETF
186617,CONSUMER CAPITAL GROUP INC
186618,FLYING EAGLE PU TECHNICAL CP
186622,INVESCO SENIOR LOAN
186623,GLOBAL X MSCI ARGENTINA ETF
186635,MACMILLAN MINERALS INC
186645,WESTMOUNTAIN GOLD INC
186646,GREEN POWER ENTRPRS -REDH
186647,NORTH SPRINGS RESOURCES CORP
186652,ROCKEX MINING CORP
186654,CIG WIRELESS CORP
186658,FARM LANDS OF AFRICA INC
186661,A CLEAN SLATE INC
186663,KIRIN INTERNATIONAL HLDG-OLD
186664,AKWAABA MINING LTD
186669,CANADIAN CONVERTIBLES PLUS
186670,SPYGLASS RESOURCES CORP
186671,AG MORTGAGE INVESTMENT TRUST
186675,RLJ ENTERTAINMENT INC
186677,ZYQC GROUP HOLDING LTD
186681,OLD PSG WIND-DOWN LTD
186683,FUSION-IO INC
186687,BREEDIT CORP-OLD
186695,CANADIAN QUANTUM ENERGY CORP
186696,MARKET VECTORS COLOMBIA ETF
186697,GLOBAL X PURE GOLD MINER ETF
186698,GLOBAL X OIL EQUITIES ETF
186699,CARIBBEAN RESOURCES CORP
186708,WISDOMTREE ASIA LOCAL DEBT
186709,GLOBAL X JUNIOR MINERS ETF
186712,NEWGISTICS INC-REDH
186714,HOMEAWAY INC
186715,TERRAVIA HOLDINGS INC
186716,APACHE DESIGN SOLUTIONS-REDH
186717,360 SECURITY TECHNOLOGY INC
186718,LINK MOTION INC -ADR
186720,CORTINA SYSTEMS INC-REDH
186721,AMERICAN CLEAN RES GRP INC
186722,GLOBAL X S&P/TSX 60 COVE ETF
186725,BLACK BULL RESOURCES INC
186726,ASIA NOW RESOURCES CORP
186734,RIO BRAVO OIL INC
186736,MARRET MULTI-STRATEGY INCOME
186737,PURPOSE GLOBAL FINANC INC FD
186741,INDEXIQ GBL AGRIBUSINESS SML
186742,PROSHARES SHORT HIGH YIELD
186743,APOLLO RESIDENTIAL MTG INC
186746,ARTEMIS US CAPITAL APPREC FD
186748,INTERCLOUD SYSTEMS INC
186749,DIREXION DAILY 7-10 TRSY BR
186750,DIREXION DLY 20 YR TRS BR 1X
186751,DIREXION DLY TOTAL BD MKT BR
186765,GLOBAL TELECOM & UTIL INCOME
186772,MAPLE LEAF GREEN WORLD INC
186773,SUNCOKE ENERGY INC
186774,CHINA RESOURCES DVLPT  -REDH
186778,SILVER PREDATOR CORP
186779,CEA INDUSTRIES INC
186783,VEREIT INC
186785,ARCOS DORADOS HOLDINGS INC
186791,PROSHARES SHORT INVEST GRADE
186793,BLACK IRON INC
186796,NEXOPTIC TECHNOLOGY CORP
186802,FOCUS MORNINGSTAR US MKT
186803,FOCUS MORNINGSTAR LARGE CAP
186804,FOCUS MORNINGSTAR MID CAP
186805,FOCUS MORNINGSTAR SMALL CAP
186806,FOCUS MORNINGSTAR BASIC
186807,FOCUS MORNINGSTAR COMMUN SR
186808,FOCUS MORNINGSTAR CONSMR CY
186809,FOCUS MORNINGSTAR CONSUMR DF
186810,FOCUS MORNINGSTAR ENERGY
186811,FOCUS MORNINGSTAR FINCL SR
186812,FOCUS MORNINGSTAR HEALTH CAR
186813,FOCUS MORNINGSTAR INDUSTRIAL
186814,FOCUS MORNINGSTAR REAL ESTAT
186815,FOCUS MORNINGSTAR TECHNOLOGY
186816,FOCUS MORNINGSTAR UTILITIES
186817,BLACKROCK RESOURCES & CMD ST
186823,STEEL PARTNERS HOLDINGS LP
186825,ISHARES MSCI CHINA ETF
186826,ISHARES CORE HI DIVIDEND ETF
186831,ADVANTAGED CANADIAN HIGH YD
186832,INSYS THERAPEUTICS INC-REDH
186834,ACASTI PHARMA INC
186835,FULUCAI PRODUCTIONS LTD-OLD
186836,GOLAR LNG PARTNERS LP
186837,CROWN ALLIANCE CAPITAL LTD
186838,NEW PEOPLES BANKSHARES INC
186842,PROSHARES ULTRASHORT 3-7 YR
186843,PROSHARES SHORT 7-10 YR TRES
186844,MARKET VECTORS GERMAN SM CAP
186845,AMERICAN MIDSTREAM PRT -OLD
186846,OILTANKING PARTNERS LP
186849,UNIVERSITY GENERAL HLTH SYS
186855,QSOLAR LTD
186858,ARAMARK
186861,RAYSTREAM INC
186870,VGTEL INC
186874,MTGE INVESTMENT CORP
186875,BOX SHIPS INC
186876,VNET GROUP INC
186883,GLOBAL X US DOLLR CRRNCY ETF
186884,SUNSHINE FINANCIAL INC
186886,SPDR BLOOMBERG BARCLAYS CRP
186887,INTERTECH SOLUTIONS INC
186890,JOHN MARSHALL BANCORP INC
186892,ENERGY TODAY INC
186893,PENNANTPARK FLOATING RT CAP
186896,LIBERTY GOLD COR
186898,KIOR INC
186901,ANFIELD ENERGY INC
186902,INSPIRED BUILDERS INC
186903,SHARPSPRING INC
186904,CLEANSPARK INC
186906,GLOBAL X GOLD PRDCR EY CVD C
186907,GLOBAL X CNDN OL & GS EQ C C
186908,CONDOR ENERGIES INC
186909,GLOBAL X WASTE MANAGEMNT ETF
186953,INSPIREMD INC
186955,ELLIE MAE INC
186956,AVESORO RESOURCES INC
186960,CHEFS' WAREHOUSE INC
186961,TRIO MERGER CORP
186962,SEQUANS COMMUNICATIONS SA
186966,VANECK RUSSIA SMALL-CAP ETF
186967,SPDR NUVEEN S&P HI YLD MUNI
186968,PROSHARES ULTRA HIGH YIELD
186969,PROSHARES ULTRA INVST GRADE
186970,NAMIBIA CRITICAL METALS INC
186971,LONGVIEW OIL CORP
186973,BCM ENERGY PARTNERS INC
186974,CELLECTAR BIOSCIENCES INC
186989,MARATHON PETROLEUM CORP
186990,FIRSTHAND TECHNOLOGY VALU FD
186993,SURO CAPITAL CORP
186994,SWISHER HYGIENE INC
186995,ENVIVIO INC
186996,MOATABLE INC
186997,WU BA SUR PRCTS HLD GRP -OLD
186998,PASOFINO GOLD LTD
187001,FIRST TR MID CAP VAL ALPHDEX
187002,FIRST TR MID CAP GR ALPHADEX
187003,FIRST TR SM CAP VAL ALPHADEX
187004,FIRST TR SM CAP GR ALPHADEX
187005,FIRST TR DEV MKT EX ALPHADEX
187007,FIRST TR EM MKTS ALPHADEX
187011,FIRST TR EUROPE ALPHADEX
187013,FIRST TR LATIN AMER ALPHADEX
187014,FIRST TR ASIA PAC EX ALPHDEX
187015,FIRST TR BRAZIL ALPHADEX FD
187016,FIRST TR CHINA ALPHADEX FD
187017,FIRST TR S KOREA ALPHADEX
187018,FIRST TR JAPAN ALPHADEX FD
187019,ISHARES JPM USD EMR MKTS BD
187020,ISHARES S&P GLB HLTHCR ETF
187021,ISHARES S&P/TSX CAP UTIL IDX
187022,ISHARES S&P/TSX CNSMR STAPLE
187023,ISHARES S&P/TSX COMP HI DVD
187024,ISHARES S&P/TSX GLBL BS MTLS
187025,USA SYNTHETIC FUEL CORP
187034,PLATINUM ENERGY SOLTNS-REDH
187035,STAR HEDGE MANAGERS CORP II
187036,MIDDLEFIELD REAL EST DIV ETF
187037,SALIDA WEALTH PRESERVATION
187038,PARALLEL ENERGY TRUST
187039,ZILLOW GROUP INC
187040,PEAK RESORTS INC
187041,FHC HOLDINGS CORP
187045,NORTHERN GRAPHITE CORP
187065,SUNGAME CORP
187066,VERTICAL HEALTH SOLUTNS INC
187070,CITADEL EFT INC
187073,CHINA ZENIX AUTO INTL  -ADR
187074,JIAYUAN.COM INTL LTD
187075,BLUESTEM BRANDS INC-REDH
187079,VANECK IG FLOATING RATE ETF
187081,MOMENTIVE PERF MATLS HL-REDH
187082,CPG INTERNATIONAL INC-REDH
187083,BRIGHTSOURCE ENERGY INC-REDH
187084,PARTY CITY HOLDCO INC
187098,GREENFIELDS PETROLEUM CORP
187099,VOYA EM MKTS HI INCM DIV EQ
187100,ARISTA FINANCIAL CORP
187101,SHOAL POINT ENERGY LTD
187104,BAIKAL FOREST CORP
187105,WAGEWORKS INC
187107,SINTANA ENERGY INC
187110,POINT OF CARE NANO-TECHNOLGY
187112,BERKSHIRE HOMES INC
187118,NEBIUS GROUP N V
187119,TEAVANA HOLDINGS INC
187122,LIVEONE INC
187126,GLOBAL X FOOD ETF
187127,WHITEGLOVE HEALTH INC
187128,WPX ENERGY INC
187129,ASIA PACKAGING GROUP INC
187130,ROCKCLIFF METALS CORP
187131,ESCO CORP  -REDH
187132,STATE INVESTORS BANCORP INC
187133,VAPIR ENTERPRISES INC-OLD
187135,IMERJN INC
187138,GLOBAL X FISHING INDSTRY ETF
187139,IQ GLOBAL OIL SMLCP ETF
187141,LSC LITHIUM CORPORATION
187142,PREMIER BRANDS INC/WY
187143,GLOBAL X MEXICO SMALLCAP ETF
187144,INVESCO EX TR S&P 500 HB ETF
187145,INVESCO S&P 500 LOW VOLATILI
187148,ORCHID ISLAND CAPITAL INC
187149,ANOTEROS INC
187153,FIRST T-T FII F S-NF V&T ETF
187163,ARITZIA INC
187164,HOMESTREET INC
187165,PHOENIX NEW MEDIA LTD
187166,CNBX PHARMACEUTICALS INC
187167,LRR ENERGY LP
187169,POWER SOLUTIONS INTL INC
187172,ISHARES NASDAQ 100 INDX ETF
187173,MARQUEST CANADIAN EQUITY INC
187183,MOSAIC CAPITAL CORP
187200,XTREME GREEN PRODUCTS INC
187201,VANECK VECTORS EMRG MKT AGGR
187202,CALVISTA GOLD CORP
187205,CHINA GROWTH EQUITY INVSTMNT
187207,TURNBERRY RESOURCES LTD
187211,FIRST TR MEGA CAP ALPHADEX
187213,INTELEPEER INC  -REDH
187215,GLOBAL EAGLE ENTERTAINMENT
187216,SOUTHSTONE MINERALS LTD
187221,MINSUD RESOURCES CORP
187222,SRAM INTERNATIONAL CORP-REDH
187233,TECTONA LTD
187234,SPRINGLEAF REIT INC-REDH
187235,GOLDMINING INC
187236,MIDLAND STATES BANCORP INC
187238,RUSSELL AGGRESSIVE GRWTH ETF
187239,RUSSELL CONSISTENT GRWTH ETF
187240,RUSSELL GROWTH AT REASNBL PR
187241,RUSSELL CONTRARIAN ETF
187242,RUSSELL EQUITY INCOME ETF
187243,RUSSELL LOW P/E ETF
187244,NEXJ SYSTEMS INC
187245,GLOBAL X EQL WT CN BK CVD CL
187248,LIQUID NUTRITION GROUP INC
187251,FLUOROPHARMA MEDICAL
187252,FCB FINANCIAL HOLDINGS INC
187253,REGIONAL MANAGEMENT CORP
187254,GLOBAL X AUTO ETF
187255,MILAGRO OIL & GAS INC
187262,C2C INDUSTRIAL PROPERTIES
187264,KUN PENG INTERNATIONAL LTD
187267,BROMPTON TECH LDRS INC ETF
187269,FIRST ASSET N AMERN CONV FD
187270,FRONT STREET US MLP INCM FD
187271,CANOE U.S. STRATEGIC YLD ADV
187272,FIRST TR SHORT DUR HI YLD BD
187273,ISHARES GBL INFL-LNKD BD ETF
187274,ISHARES INTL INFLATION-LK BD
